NAME,<15,15-24,25-34,35-64,65-74,>75
"San Augustine County, Texas",1317,873,716,3196,1273,911
"Shackelford County, Texas",606,451,359,1248,339,293
"Starr County, Texas",17731,10750,8488,19913,4029,3167
"Upton County, Texas",761,468,336,1483,331,280
"Brown County, Texas",6716,5073,4503,14175,4217,3171
"Hall County, Texas",557,411,288,1111,349,332
"Franklin County, Texas",2059,1368,1071,3894,1356,968
"Frio County, Texas",3731,3691,3754,6227,1364,1104
"Lampasas County, Texas",3689,2473,2130,8656,2377,1537
"Orleans County, Vermont",4234,2902,2995,10823,3622,2325
"Grand Isle County, Vermont",994,757,739,3131,988,413
"Chittenden County, Vermont",23838,31683,22802,60516,13885,9922
"Lamoille County, Vermont",4307,3232,3249,10294,2556,1680
"Franklin County, Vermont",8966,5834,6116,20557,4710,2933
"Caledonia County, Vermont",4808,3870,3231,12273,3761,2291
"Windham County, Vermont",6321,4690,4602,17832,5829,3549
"Bennington County, Vermont",5532,4729,3472,13965,4582,3466
"Addison County, Vermont",5127,6335,3663,14682,4398,2677
"Essex County, Vermont",878,589,529,2637,930,637
"Eddy County, New Mexico",12804,7683,8235,20756,4623,3631
"Mora County, New Mexico",419,599,459,1680,851,528
"San Juan County, New Mexico",28286,16663,17481,46056,10524,7505
"Benton County, Mississippi",1442,1097,817,3446,785,645
"Franklin County, Mississippi",1563,868,803,3010,836,653
"Coahoma County, Mississippi",5321,3491,2874,8169,1998,1402
"Jasper County, Mississippi",3130,2020,1817,6292,1842,1404
"Jones County, Mississippi",14513,8912,8707,24997,6501,4722
"Walthall County, Mississippi",2748,2025,1302,5636,1472,1294
"Monroe County, Mississippi",6695,4216,4319,13672,3906,2865
"Pontotoc County, Mississippi",6964,4061,4076,11876,2629,2012
"Holmes County, Mississippi",3814,2947,2169,6231,1460,1116
"Amite County, Mississippi",2104,1282,1338,4862,1699,1127
"Madison County, Mississippi",21781,13728,13516,42130,8526,4881
"Calhoun County, Mississippi",2860,1773,1597,5606,1459,1204
"Marion County, Mississippi",4782,3242,2854,9612,2560,1940
"Tishomingo County, Mississippi",3500,2294,2176,7481,2296,1694
"Wayne County, Mississippi",4189,2823,2124,7822,1953,1462
"Greene County, Mississippi",2111,1738,1929,6039,1104,724
"Marshall County, Mississippi",6274,4861,4093,14328,3935,2108
"Quitman County, Mississippi",1424,928,829,2812,698,496
"Pearl River County, Mississippi",10214,7230,6464,21147,6197,3967
"Leake County, Mississippi",4806,3267,2752,8353,2082,1532
"Neshoba County, Mississippi",6709,4039,3277,10706,2708,1893
"Rankin County, Mississippi",29443,18279,21526,60929,13508,8992
"Washington County, Mississippi",9970,6239,5629,17122,4367,2730
"Lawrence County, Mississippi",2575,1508,1443,4894,1314,899
"Perry County, Mississippi",2297,1527,1234,4880,1230,838
"Chickasaw County, Mississippi",3609,2234,2126,6330,1714,1180
"Carroll County, Mississippi",1662,1110,854,4143,1373,928
"George County, Mississippi",5061,3285,3246,8808,2195,1322
"Grenada County, Mississippi",4178,2628,2558,8050,2148,1526
"Jefferson County, Mississippi",1410,955,745,3005,648,462
"Newton County, Mississippi",4510,3154,2447,7806,1989,1454
"Prentiss County, Mississippi",4830,3491,3052,9435,2436,2011
"Sharkey County, Mississippi",868,613,388,1734,473,328
"Choctaw County, Mississippi",1516,977,819,3194,1005,766
"Hancock County, Mississippi",7982,5323,5187,19205,5686,3578
"Itawamba County, Mississippi",4204,3542,2825,8831,2281,1779
"Issaquena County, Mississippi",183,68,283,607,115,105
"Jackson County, Mississippi",27454,17818,18192,56724,13249,8939
"Leflore County, Mississippi",6861,4558,3757,10011,2302,1733
"Tunica County, Mississippi",2472,842,1789,3711,833,341
"Claiborne County, Mississippi",1614,2267,785,2971,881,571
"Harrison County, Mississippi",41290,27864,29264,76499,17916,11669
"Lauderdale County, Mississippi",14981,9943,10093,28601,7182,5479
"Lincoln County, Mississippi",6781,4282,4058,13463,3357,2379
"Simpson County, Mississippi",5313,3350,3417,10194,2676,1938
"Winston County, Mississippi",3347,2123,2065,7056,2042,1596
"Attala County, Mississippi",3889,2262,2044,6732,2050,1460
"Lamar County, Mississippi",12998,7915,9200,23714,4777,3365
"Lee County, Mississippi",17928,10705,11242,32825,7263,5109
"Tallahatchie County, Mississippi",2335,1981,2391,5387,1215,849
"Smith County, Mississippi",3093,1923,1804,6156,1782,1251
"Warren County, Mississippi",9168,5931,5713,18237,4585,2885
"Clarke County, Mississippi",2896,1979,1870,5878,1820,1327
"Montgomery County, Mississippi",1918,968,1292,3802,1192,896
"Oktibbeha County, Mississippi",7269,16411,7194,13176,3150,2312
"Washington County, Vermont",9060,7540,6468,24202,6694,4386
"Millard County, Utah",3342,1644,1389,4331,1189,959
"Tooele County, Utah",18514,9731,8912,24264,3767,2209
"Washington County, Utah",36477,22479,19517,52702,19189,15447
"Kane County, Utah",1383,776,973,2666,1069,617
"Summit County, Utah",8279,5476,4529,17965,3386,1468
"Grand County, Utah",1742,987,1218,3989,1088,616
"Piute County, Utah",366,200,144,697,268,191
"Rich County, Utah",576,354,288,666,290,215
"Wasatch County, Utah",8349,4360,3712,11782,2351,1154
"Beaver County, Utah",1750,938,727,2179,565,358
"Box Elder County, Utah",14398,7669,6590,18446,3880,2963
"Iron County, Utah",12327,10237,6742,15482,4011,2414
"Sanpete County, Utah",6133,6041,3526,10071,2444,1635
"Sevier County, Utah",5209,2857,2413,7399,1971,1431
"Weber County, Utah",59936,35921,38605,88312,17333,11391
"San Juan County, Utah",3893,2345,1868,5096,1222,878
"Salt Lake County, Utah",260898,158150,187920,406993,72936,46749
"Daggett County, Utah",114,97,35,290,62,15
"Wayne County, Utah",584,328,252,973,370,182
"Carbon County, Utah",4388,2838,2425,7248,2030,1379
"Morgan County, Utah",3430,1762,1094,4048,792,538
"Cache County, Utah",31872,29623,17272,34059,6499,4840
"Juab County, Utah",3234,1724,1358,3664,800,521
"James City County, Virginia",12277,8217,7271,28755,10365,8031
"Russell County, Virginia",4201,2939,2866,11525,3288,2322
"Smyth County, Virginia",4895,3373,3569,12362,3637,2931
"Charlottesville city, Virginia",6307,10433,9577,15453,3226,2100
"Campbell County, Virginia",8940,6441,7377,21658,6200,4609
"Henrico County, Virginia",62075,38496,46872,131007,28568,20517
"King George County, Virginia",5524,3342,3163,10845,2052,1303
"Lancaster County, Virginia",1361,742,880,3862,2021,1858
"Lee County, Virginia",3613,2330,3082,9949,2916,2058
"Mathews County, Virginia",858,1011,694,3484,1614,1127
"Middlesex County, Virginia",1453,851,1000,4054,1879,1438
"Prince George County, Virginia",6906,4878,5927,15280,3161,1962
"Richmond County, Virginia",1351,591,1206,3855,869,1012
"Scott County, Virginia",3262,2212,2360,8913,2841,2314
"Spotsylvania County, Virginia",27082,17364,16499,53625,11404,6859
"Appomattox County, Virginia",2724,1869,1775,6156,1845,1338
"Franklin County, Virginia",8681,6684,5637,22388,7822,4975
"King and Queen County, Virginia",1105,715,635,2959,1038,590
"Montgomery County, Virginia",12733,29443,13861,30130,6985,4988
"New Kent County, Virginia",3796,2191,2552,9563,2440,1144
"Cumberland County, Virginia",1547,1172,1105,3849,1379,772
"Dickenson County, Virginia",2354,1552,1665,6025,1853,1307
"Halifax County, Virginia",5760,3933,3448,13314,4593,3504
"Loudoun County, Virginia",94015,47523,47417,170564,21600,14015
"Prince William County, Virginia",104941,61363,62840,188270,28522,15487
"Southampton County, Virginia",2828,1839,1760,7980,2015,1458
"Highland County, Virginia",226,105,156,860,509,348
"Caroline County, Virginia",5996,4009,3417,12100,2951,1908
"Gloucester County, Virginia",5917,4254,4354,15776,4110,2811
"Patrick County, Virginia",2558,1643,1598,7307,2580,2062
"Powhatan County, Virginia",4186,3325,3038,13162,3339,1765
"Shenandoah County, Virginia",7533,4734,4719,17080,5178,3980
"Fauquier County, Virginia",13130,8529,7547,29238,6791,4493
"Staunton city, Virginia",3872,2916,3183,9335,2900,2226
"Fluvanna County, Virginia",4336,2973,2903,11220,3001,2161
"Webster County, Mississippi",1903,1236,1019,3859,1009,742
"Alcorn County, Mississippi",6975,4591,4656,14113,3881,2874
"Clay County, Mississippi",3707,2531,2484,7411,2115,1392
"Covington County, Mississippi",3936,2590,2188,7043,1822,1399
"Humphreys County, Mississippi",1877,1109,935,3098,792,578
"Dauphin County, Pennsylvania",51468,33087,37953,107575,26623,18926
"Franklin County, Pennsylvania",28479,18162,18062,59771,16260,13413
"Union County, Pennsylvania",6465,8033,5296,17321,4151,3845
"Wayne County, Pennsylvania",6886,5265,5780,21413,7224,4854
"Bedford County, Pennsylvania",7684,5354,4889,19659,5754,4997
"Monroe County, Pennsylvania",26258,25240,18578,69682,17488,10786
"Huntingdon County, Pennsylvania",6742,5886,5391,18051,5292,4007
"Washington County, Pennsylvania",33387,24861,23019,84237,23533,18175
"Philadelphia County, Pennsylvania",293137,212485,298061,563118,121127,91147
"York County, Pennsylvania",81379,53820,54943,179399,43976,32048
"Indiana County, Pennsylvania",12538,16933,8901,30701,8991,6968
"Cumberland County, Pennsylvania",41822,32843,32644,96789,25499,19731
"Allegheny County, Pennsylvania",190020,148174,186925,470501,123499,102625
"Westmoreland County, Pennsylvania",52913,39248,36930,145438,43292,34769
"Forest County, Pennsylvania",502,818,1443,2947,943,660
"Blair County, Pennsylvania",20701,13968,15136,48356,13710,11286
"Lawrence County, Pennsylvania",14103,10352,9266,34346,10030,8630
"Bradford County, Pennsylvania",11199,6705,6694,23694,7117,5554
"Cambria County, Pennsylvania",20907,16926,13752,52184,16001,13239
"Chester County, Pennsylvania",97246,69005,59599,211096,48087,34527
"Berks County, Pennsylvania",77025,57422,51171,161679,39533,31195
"Mifflin County, Pennsylvania",8624,5204,5115,17546,5262,4525
"Mercer County, Missouri",715,507,288,1364,385,385
"Wright County, Missouri",3817,2108,1896,6845,1952,1585
"Clay County, Missouri",48970,29966,34653,95390,20159,13378
"Dent County, Missouri",2867,1661,1605,6073,1833,1506
"Saline County, Missouri",4434,3468,2631,8299,2272,1872
"Worth County, Missouri",328,224,204,771,233,267
"Grundy County, Missouri",1926,1302,1221,3371,1111,1061
"Morgan County, Missouri",3786,2171,2023,7555,2746,1990
"Reynolds County, Missouri",953,714,619,2579,795,630
"St. Louis County, Missouri",181038,125570,127125,387036,98048,78102
"Stone County, Missouri",4199,2981,2465,12379,5855,3736
"Barry County, Missouri",6669,4001,3759,13918,4129,3054
"Boone County, Missouri",30367,40271,27191,58742,12672,8408
"Cole County, Missouri",14286,9759,10318,30054,7255,5051
"Crawford County, Missouri",4541,2836,2715,9429,2677,1956
"Iron County, Missouri",1711,1094,1005,4124,1299,931
"Livingston County, Missouri",2782,1631,2140,5568,1569,1436
"Moniteau County, Missouri",3295,1905,2156,6189,1395,1106
"Pemiscot County, Missouri",3598,2203,1913,6192,1538,1219
"Pettis County, Missouri",8790,5382,5462,15778,3855,3088
"Shannon County, Missouri",1492,869,944,3186,1002,724
"Randolph County, Missouri",4505,3191,3335,9762,2298,1787
"Dunklin County, Missouri",6375,3701,3266,11328,2917,2440
"Franklin County, Missouri",19511,12236,12674,41355,10154,7261
"Howard County, Missouri",1842,1664,1068,3627,1026,831
"Jackson County, Missouri",138341,84565,107785,263607,58963,42955
"Miller County, Missouri",4965,2978,2915,9600,2784,1959
"Putnam County, Missouri",923,526,456,1731,610,535
"Taney County, Missouri",9627,7507,6166,20085,6917,4812
"Buchanan County, Missouri",16785,11286,12732,33643,8001,6013
"Caldwell County, Missouri",1752,1108,901,3529,981,768
"Radford city, Virginia",1558,7933,1898,4770,874,658
"Winchester city, Virginia",5360,4001,3704,10389,2534,1909
"Accomack County, Virginia",5748,3418,3469,12614,4372,3052
"Craig County, Virginia",784,552,728,1958,658,430
"Floyd County, Virginia",2405,1680,1558,6524,2070,1467
"Giles County, Virginia",2822,1847,1795,6738,2102,1468
"Grayson County, Virginia",2166,1575,1708,6513,2134,1646
"Nottoway County, Virginia",2494,1926,2146,5942,1607,1318
"Rappahannock County, Virginia",1069,810,718,2874,1167,740
"Charles City County, Virginia",872,683,681,3100,1020,658
"Culpeper County, Virginia",10492,6263,5814,20670,4749,3113
"Dinwiddie County, Virginia",4819,3165,3654,11963,2926,1958
"Greene County, Virginia",3812,2157,2537,7781,2039,1193
"Hanover County, Virginia",18794,13711,10645,44275,10932,7180
"Lunenburg County, Virginia",1758,1540,1264,5083,1549,1088
"Orange County, Virginia",6584,4175,3818,14326,4100,3007
"Emporia city, Virginia",1282,645,761,1838,426,490
"Wythe County, Virginia",4643,3026,3136,12065,3469,2505
"Chesapeake city, Virginia",47761,31179,33978,95979,19121,11964
"Harrisonburg city, Virginia",7511,18760,7510,14714,2572,2206
"Albemarle County, Virginia",17905,16563,13847,39750,10954,8386
"Bedford County, Virginia",12723,8962,7714,32634,9773,6570
"Buckingham County, Virginia",2563,1822,2268,7122,2000,1284
"Wise County, Virginia",6099,4863,5254,15464,4125,2681
"Covington city, Virginia",988,626,722,2131,660,471
"Portsmouth city, Virginia",19040,12447,15658,34178,7937,5837
"Virginia Beach city, Virginia",83845,59297,74440,170815,36542,25262
"Alleghany County, Virginia",2271,1658,1576,6045,2030,1577
"Galax city, Virginia",1270,493,593,2703,760,698
"Westmoreland County, Virginia",2894,1666,1889,6897,2579,1826
"Northumberland County, Virginia",1600,780,899,4438,2582,1891
"Pulaski County, Virginia",4950,3661,3818,14062,4520,3171
"Warren County, Virginia",7207,4939,4889,16287,3800,2370
"Danville city, Virginia",7526,5007,5204,14991,4514,3828
"Fredericksburg city, Virginia",5173,6184,5146,9035,1905,1179
"Amherst County, Virginia",5234,3818,3417,12774,3739,2793
"Bath County, Virginia",573,586,500,1683,483,482
"Hopewell city, Virginia",4880,2726,3333,8033,2010,1474
"Newport News city, Virginia",35429,27801,30510,63189,13287,9457
"Frederick County, Virginia",16393,10338,10314,34856,8445,6069
"Lynchburg city, Virginia",13038,22607,11139,22417,5945,5423
"York County, Virginia",13168,9125,7638,27387,6268,4396
"Martinsville city, Virginia",2654,1419,1463,4919,1345,1052
"Nelson County, Virginia",2334,1406,1290,5948,2452,1401
"Pittsylvania County, Virginia",9312,6715,6280,25577,7876,5496
"Buena Vista city, Virginia",1202,1159,852,2075,646,550
"Falls Church city, Virginia",2863,1685,1752,6012,1136,680
"Petersburg city, Virginia",5724,3902,4999,11496,3006,2235
"Poquoson city, Virginia",2096,1534,1214,4872,1297,1077
"Fairfax city, Virginia",4446,2963,3243,9381,1974,1524
"Waynesboro city, Virginia",4492,2316,3234,8194,2087,1817
"Roanoke city, Virginia",18578,10690,15335,38638,9306,6682
"Suffolk city, Virginia",18271,10850,12182,36026,7778,4986
"Norfolk city, Virginia",41665,50106,47405,78855,15853,10717
"Amelia County, Virginia",2281,1389,1450,5350,1490,993
"Chesterfield County, Virginia",66969,45538,41017,140483,31866,17678
"Fairfax County, Virginia",224644,141157,153824,476314,91595,58328
"Okanogan County, Washington",8066,4566,4510,15863,5480,3357
"Kittitas County, Washington",6620,11394,5417,15246,4374,2846
"Cass County, Missouri",20628,12478,12295,41094,9675,7427
"Clinton County, Missouri",3899,2478,2230,8310,2019,1564
"Dallas County, Missouri",3278,1815,1794,6323,1948,1459
"Hickory County, Missouri",1295,763,750,3444,1848,1304
"Lincoln County, Missouri",11787,7280,7436,22475,4495,3004
"Monroe County, Missouri",1479,952,842,3389,1099,868
"Newton County, Missouri",11538,7315,6883,22122,5968,4354
"Pike County, Missouri",3341,2305,2585,7083,1786,1355
"St. Charles County, Missouri",76564,49928,51121,158643,34254,23780
"Cape Girardeau County, Missouri",14057,13992,9838,27891,7026,5687
"Coffee County, Tennessee",10944,6655,6874,21258,5333,4145
"Fayette County, Tennessee",6417,4232,4463,16721,5146,3185
"Hancock County, Tennessee",1133,711,736,2655,815,537
"Hawkins County, Tennessee",9281,6380,6217,23098,7042,4593
"Johnson County, Tennessee",2464,1795,2101,7421,2349,1623
"Lincoln County, Tennessee",6255,3894,3598,13775,3640,2762
"Macon County, Tennessee",4910,2900,3149,9151,2309,1423
"Moore County, Tennessee",1032,756,531,2752,741,566
"Robertson County, Tennessee",13957,8473,9022,28639,6246,3943
"Franklin County, Tennessee",6763,6408,4548,15891,4794,3321
"Blount County, Tennessee",21447,15485,14976,52048,15435,10536
"Cheatham County, Tennessee",7221,4729,5205,17161,3798,2067
"Carter County, Tennessee",8632,5832,7027,22990,6869,5083
"Grainger County, Tennessee",3772,2695,2345,9634,2845,1810
"Giles County, Tennessee",5056,3496,3275,11648,3398,2412
"Lauderdale County, Tennessee",4882,3355,3544,10237,2434,1537
"Lawrence County, Tennessee",9034,5162,5222,16320,4388,3264
"Madison County, Tennessee",18185,14373,12086,36976,9474,6531
"Marion County, Tennessee",4966,3224,3323,11446,3397,2182
"Overton County, Tennessee",3975,2582,2376,8702,2652,1781
"Pickett County, Tennessee",744,447,498,2025,799,566
"Wayne County, Tennessee",2479,1863,2322,6909,1799,1321
