NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Tipton County, Tennessee",47750,11313,194,520,2,380,1288,47,167
"Dyer County, Tennessee",30612,4836,222,290,56,348,1052,47,045
"Hamilton County, Tennessee",271750,69100,707,7445,142,4181,7594,47,065
"Polk County, Tennessee",16160,56,49,17,0,179,353,47,139
"White County, Tennessee",25710,568,7,47,0,0,468,47,185
"Sullivan County, Tennessee",148183,3067,203,953,121,1017,3506,47,163
"Schoharie County, New York",29791,496,48,281,9,170,427,36,095
"Fulton County, New York",50640,1119,209,417,7,444,810,36,035
"Rensselaer County, New York",137002,10268,228,4282,13,1675,5717,36,083
"Franklin County, New York",41726,2863,3609,280,111,1057,831,36,033
"Queens County, New York",875191,418429,10326,583459,1078,316141,82764,36,081
"Washington County, New York",57686,1969,196,371,7,518,869,36,115
"New York County, New York",922033,240993,6178,198833,888,188400,74668,36,061
"Cayuga County, New York",71056,3303,106,441,5,604,1910,36,011
"Rockland County, New York",229240,39845,524,19099,27,26993,8694,36,087
"Niagara County, New York",183860,14806,2074,2337,62,1683,5998,36,063
"Essex County, New York",34788,1194,93,103,7,506,768,36,031
"Nassau County, New York",922873,158857,3912,130971,402,98388,41106,36,059
"Schuyler County, New York",17289,182,14,126,0,42,267,36,097
"Chenango County, New York",46037,467,172,218,10,202,803,36,017
"Jefferson County, New York",97448,6932,564,1983,249,1325,4341,36,045
"Suffolk County, New York",1196719,116018,4212,58204,418,74432,33829,36,103
"Wyoming County, New York",36882,1669,203,167,0,569,815,36,121
"Oswego County, New York",113114,1352,178,884,32,601,2178,36,075
"Wayne County, New York",84123,2543,148,725,105,960,1915,36,117
"Broome County, New York",165108,10918,348,8389,75,2058,6292,36,007
"Hinsdale County, Colorado",807,0,20,4,0,8,18,08,053
"Erie County, New York",715409,123742,4634,32793,289,20349,22139,36,029
"Sullivan County, New York",59949,5990,196,1265,0,4283,3433,36,105
"Orange County, New York",281683,41779,1482,10280,298,31086,13477,36,071
"Haywood County, North Carolina",58313,572,283,399,0,578,908,37,087
"Forsyth County, North Carolina",247912,98362,1488,8830,356,9028,9219,37,067
"Lake County, Indiana",300770,114891,1286,6911,153,45169,16527,18,089
"Montgomery County, Indiana",36484,277,67,314,11,224,910,18,107
"Adams County, Indiana",34113,399,26,104,0,460,274,18,001
"Fayette County, Indiana",22352,571,57,8,0,68,138,18,041
"Clay County, Indiana",25311,220,4,73,10,39,577,18,021
"Dubois County, Indiana",40204,571,117,300,0,877,474,18,037
"Franklin County, Indiana",22199,33,6,205,0,31,300,18,047
"Hancock County, Indiana",70855,1780,9,604,0,443,1473,18,059
"Howard County, Indiana",71866,6389,462,1032,33,627,1922,18,067
"Ohio County, Indiana",5694,23,6,26,0,43,82,18,115
"Parke County, Indiana",16145,99,125,0,0,117,460,18,121
"Randolph County, Indiana",23663,147,34,27,0,434,621,18,135
"Benton County, Indiana",8448,43,7,7,7,24,141,18,007
"Brown County, Indiana",14552,98,0,121,0,54,239,18,013
"Putnam County, Indiana",34845,955,56,926,8,148,446,18,133
"Washington County, Indiana",27291,26,106,95,0,35,295,18,175
"Daviess County, Indiana",31447,652,13,89,15,521,383,18,027
"Henry County, Indiana",45659,1235,126,193,23,277,742,18,065
"Knox County, Indiana",34881,1036,47,336,26,202,537,18,083
"Madison County, Indiana",113506,10255,302,663,12,1209,3508,18,095
"Pike County, Indiana",11979,109,0,111,0,59,120,18,125
"Pulaski County, Indiana",11940,24,31,81,19,185,279,18,131
"Steuben County, Indiana",33232,114,32,152,18,114,791,18,151
"Laramie County, Wyoming",88215,2104,914,1169,239,2089,3590,56,021
"Teton County, Wyoming",20785,290,77,291,29,1656,152,56,039
"San Jacinto County, Texas",24134,2598,218,9,10,521,690,48,407
"Upshur County, Texas",35529,3370,210,128,0,980,801,48,459
"Waller County, Texas",30096,12911,449,530,25,7016,805,48,473
"Wilson County, Texas",45548,690,182,173,40,921,1619,48,493
"Hockley County, Texas",20383,746,123,83,21,1148,560,48,219
"Midland County, Texas",138180,11200,968,3356,79,10213,4171,48,329
"Llano County, Texas",19456,143,306,65,0,484,593,48,299
"Fannin County, Texas",30288,1953,267,232,13,642,1142,48,147
"Brazos County, Texas",171189,23807,798,13711,123,6720,6633,48,041
"Gaines County, Texas",19578,522,57,102,9,378,60,48,165
"Gray County, Texas",19089,1007,286,150,45,1212,621,48,179
"Jack County, Texas",8227,443,24,9,0,79,70,48,237
"Bosque County, Texas",17318,301,105,100,0,137,335,48,035
"Bexar County, Texas",1549704,149706,14054,55742,2288,115334,66015,48,029
"Baylor County, Texas",3291,123,9,0,40,92,22,48,023
"Denton County, Texas",619566,81758,3993,72510,707,25101,30187,48,121
"Galveston County, Texas",262336,41809,1306,10946,123,6797,9568,48,167
"Roberts County, Texas",782,0,0,0,0,0,23,48,393
"Uvalde County, Texas",25125,170,101,266,17,1043,198,48,463
"Bowie County, Texas",64586,22879,879,983,44,1383,2619,48,037
"Kent County, Texas",592,6,13,0,0,33,3,48,263
"Somervell County, Texas",7865,105,115,24,68,671,12,48,425
"Hardin County, Texas",51841,3279,163,351,0,356,775,48,199
"Leon County, Texas",15331,1173,107,138,55,269,152,48,289
"Newton County, Texas",10517,2823,46,77,0,39,412,48,351
"Reeves County, Texas",12014,446,8,204,21,2682,117,48,389
"Travis County, Texas",889046,101955,7716,82257,650,101061,44120,48,453
"Collingsworth County, Texas",2283,273,62,0,0,258,93,48,087
"Erath County, Texas",37186,799,679,388,85,1928,776,48,143
"Motley County, Texas",1096,19,0,0,0,98,39,48,345
"Coleman County, Texas",7300,134,95,42,4,451,308,48,083
"Medina County, Texas",45440,1331,278,359,21,1634,994,48,325
"Henderson County, Texas",72540,5404,690,525,26,730,1155,48,213
"Lamar County, Texas",40350,6358,283,384,71,250,1915,48,277
"Kimble County, Texas",4027,48,11,0,0,161,126,48,267
"Washington County, Texas",27569,5805,88,582,38,438,643,48,477
"Stephens County, Texas",8441,265,60,31,0,263,304,48,429
"Andrews County, Texas",16108,122,0,65,31,1094,616,48,003
"Gonzales County, Texas",13784,1382,64,76,5,5093,327,48,177
"Lynn County, Texas",5199,65,16,46,6,223,275,48,305
"Zapata County, Texas",13405,0,0,112,0,726,61,48,505
"Hood County, Texas",55523,466,654,411,46,481,737,48,221
"King County, Texas",234,0,0,0,0,3,0,48,269
"Cherokee County, Texas",42374,7092,329,241,43,1009,1030,48,073
"Delta County, Texas",4594,461,4,28,0,57,105,48,119
"Jones County, Texas",13992,2889,124,77,0,1719,1142,48,253
"Windham County, Connecticut",104021,2649,700,1611,20,3254,4311,09,015
"New London County, Connecticut",215896,15537,1650,11091,84,8861,14271,09,011
"Middlesex County, Connecticut",143486,9119,312,5017,10,1742,3367,09,007
"Tolland County, Connecticut",132820,4806,88,7371,3,2396,3579,09,013
"Fairfield County, Connecticut",688856,109186,2074,50339,540,63191,29740,09,001
"Washington County, Florida",19725,3764,348,167,103,236,421,12,133
"Duval County, Florida",559532,277195,2328,43297,584,19352,33898,12,031
"Bradford County, Florida",21101,5544,102,166,0,98,306,12,007
"Brevard County, Florida",482985,56493,1961,13854,524,9013,20677,12,009
"Clay County, Florida",167504,23291,240,5896,102,4823,9549,12,019
"Lafayette County, Florida",6931,1394,13,0,28,7,264,12,067
"Lake County, Florida",285337,37766,1440,7000,172,6464,7688,12,069
"Nassau County, Florida",75070,5031,398,851,0,766,982,12,089
"Pinellas County, Florida",785739,98942,2812,32679,908,13396,30190,12,103
"Polk County, Florida",528843,104676,2358,12244,301,20845,16951,12,105
"St. Lucie County, Florida",228616,63087,1284,6383,268,5796,7513,12,111
"Glades County, Florida",10780,1819,540,108,0,117,152,12,043
"Hendry County, Florida",32023,4688,734,355,0,1584,1348,12,051
"Indian River County, Florida",133103,13633,385,2037,57,1548,3226,12,061
"Jackson County, Florida",33057,12859,320,156,76,442,1035,12,063
"St. Johns County, Florida",216331,13224,943,6595,192,1419,5970,12,109
"Seminole County, Florida",349813,55186,1317,20895,263,19707,14221,12,117
"Bay County, Florida",147657,20057,636,4269,209,2321,7012,12,005
"Flagler County, Florida",90342,11010,326,2874,104,2752,2393,12,035
"Gulf County, Florida",12384,2673,61,85,0,102,271,12,045
"Liberty County, Florida",6682,1320,103,20,0,88,132,12,077
"Osceola County, Florida",256320,40336,1529,9662,270,30282,13556,12,097
"Walton County, Florida",59228,3156,383,705,0,2141,2649,12,131
"Gadsden County, Florida",18202,25786,83,81,17,1326,450,12,039
"Jefferson County, Florida",8894,4894,71,39,0,88,175,12,065
"Marion County, Florida",289561,45754,1008,5088,195,3779,8141,12,083
"Hardee County, Florida",21824,2051,23,234,40,2664,295,12,049
"Okeechobee County, Florida",35138,3414,188,395,120,1062,827,12,093
"Orange County, Florida",857963,282677,3119,69700,1146,86582,48559,12,095
"Gilchrist County, Florida",16382,1052,22,40,2,71,384,12,041
"Suwannee County, Florida",36431,5683,58,55,23,441,1355,12,121
"Alachua County, Florida",182813,53278,1033,16125,157,2931,9106,12,001
"Calhoun County, Florida",11553,1904,153,16,0,320,416,12,013
"Charlotte County, Florida",162847,10113,581,2342,135,1795,3254,12,015
"Dixie County, Florida",14333,1474,2,38,20,254,468,12,029
"Martin County, Florida",140110,9006,966,2226,141,3956,2660,12,085
"Sarasota County, Florida",381414,19002,667,7129,79,3669,7536,12,115
"Manatee County, Florida",328110,33462,813,7975,189,6359,7305,12,081
"Citrus County, Florida",134668,4288,382,2567,40,798,2426,12,017
"Baker County, Florida",23279,3824,144,173,10,245,536,12,003
"Santa Rosa County, Florida",149250,10858,936,3423,441,2692,7155,12,113
"Leon County, Florida",177974,89536,570,10183,76,3301,8130,12,073
"Broward County, Florida",1170083,551097,5104,68988,1227,65968,63738,12,011
"Monroe County, Florida",66728,5545,81,1058,130,1322,934,12,087
"Hernando County, Florida",165227,9946,608,2283,47,3241,4961,12,053
"Hillsborough County, Florida",1002119,239119,4057,57655,1030,65024,53274,12,057
"Taylor County, Florida",16678,4397,69,167,0,379,180,12,123
"Wakulla County, Florida",26579,4874,66,167,0,328,307,12,129
"McDuffie County, Georgia",11585,8561,0,95,264,532,418,13,189
"Morgan County, Georgia",13693,4347,24,13,0,121,309,13,211
"Heard County, Georgia",10198,1024,3,62,11,49,389,13,149
"Dougherty County, Georgia",23655,62417,205,867,36,1180,1343,13,095
"Fannin County, Georgia",24517,63,34,94,27,198,462,13,111
"Houston County, Georgia",92662,47637,785,5065,11,1814,5533,13,153
"Laurens County, Georgia",27786,17687,37,538,8,943,406,13,175
"Spalding County, Georgia",40803,22261,260,663,0,265,1054,13,255
"Telfair County, Georgia",8349,6615,13,17,0,867,174,13,271
"Warren County, Indiana",8038,47,0,23,0,12,117,18,171
"Vermillion County, Indiana",15106,182,44,35,6,50,116,18,165
"Wells County, Indiana",26818,224,63,115,0,309,482,18,179
"Allen County, Indiana",294017,42798,711,14159,158,6882,13850,18,003
"Decatur County, Indiana",25655,173,138,387,0,28,181,18,031
"Delaware County, Indiana",101663,8056,117,1644,186,385,2969,18,035
"Floyd County, Indiana",69863,3985,313,827,13,408,1911,18,043
"Jefferson County, Indiana",30433,679,68,286,0,338,397,18,077
"Jennings County, Indiana",26750,395,129,63,0,265,108,18,079
"Johnson County, Indiana",139922,3801,206,5192,45,2037,2513,18,081
"Miami County, Indiana",32391,1934,297,208,6,465,514,18,103
"Morgan County, Indiana",67978,285,26,585,0,155,893,18,109
"Gibson County, Indiana",31865,740,16,143,0,148,744,18,051
"Newton County, Indiana",13617,33,19,0,0,223,100,18,111
"Orange County, Indiana",18668,500,17,99,0,36,225,18,117
"St. Joseph County, Indiana",210451,34857,1291,6585,217,7136,9679,18,141
"Kosciusko County, Indiana",74170,589,373,995,23,1288,1597,18,085
"Marshall County, Indiana",43518,358,7,217,0,1359,1002,18,099
"Switzerland County, Indiana",10307,102,0,41,75,20,140,18,155
"Vanderburgh County, Indiana",154112,17307,193,2256,329,2209,4885,18,163
"Blackford County, Indiana",11669,4,37,87,0,0,216,18,009
"Scott County, Indiana",23171,48,81,117,0,38,304,18,143
"Monroe County, Indiana",126086,4469,330,9784,23,744,5025,18,105
"Elkhart County, Indiana",178541,11115,479,2147,184,5678,6414,18,039
"Crawford County, Indiana",10258,41,37,0,0,10,223,18,025
"Cass County, Indiana",31859,441,187,527,7,3836,1023,18,017
"Marion County, Indiana",587672,266137,2602,31377,203,31639,32239,18,097
"Wayne County, Indiana",59572,3378,278,741,0,472,1901,18,177
"Butler County, Iowa",14262,153,25,31,15,10,132,19,023
"Fremont County, Iowa",6614,55,42,0,0,155,80,19,071
"Hamilton County, Iowa",14077,202,8,455,32,201,22,19,079
"Taylor County, Iowa",5833,1,14,63,0,157,99,19,173
"Union County, Iowa",11949,62,0,180,19,26,122,19,175
"Worth County, Iowa",7184,121,4,25,1,20,90,19,195
"Ringgold County, Iowa",4761,4,18,49,0,99,33,19,159
"Adair County, Iowa",6911,39,0,48,0,13,74,19,001
"Chickasaw County, Iowa",11770,129,20,15,5,31,56,19,037
"Clarke County, Iowa",8946,6,40,69,0,122,177,19,039
"Dickinson County, Iowa",16683,77,48,152,0,46,121,19,059
"Johnson County, Iowa",121408,10815,288,9271,102,3239,3454,19,103
"Keokuk County, Iowa",9932,46,24,29,2,37,118,19,107
"Tama County, Iowa",14952,157,1438,78,4,225,178,19,171
"Wapello County, Iowa",30687,1248,36,432,240,1794,704,19,179
"Franklin County, Iowa",9669,25,11,0,0,427,30,19,069
"Carroll County, Iowa",19747,19,76,41,0,251,147,19,027
"Cedar County, Iowa",17988,260,49,67,0,11,82,19,031
"Floyd County, Iowa",14832,271,97,237,24,42,283,19,067
"Greene County, Iowa",8571,48,13,66,0,82,170,19,073
"Louisa County, Iowa",10097,126,96,377,0,382,100,19,115
"Lyon County, Iowa",11383,10,67,30,34,120,132,19,119
"Union County, Georgia",22580,173,128,72,0,31,304,13,291
"Bladen County, North Carolina",19260,11594,850,50,0,1334,319,37,017
"Carteret County, North Carolina",62094,3685,227,808,40,322,1894,37,031
"Bertie County, North Carolina",6830,11933,138,151,1,156,171,37,015
"Martin County, North Carolina",12460,9625,54,139,77,237,257,37,117
"Perquimans County, North Carolina",9904,3217,42,48,14,69,136,37,143
"Rockingham County, North Carolina",68702,16739,427,535,22,2480,2172,37,157
"Camden County, North Carolina",8718,1460,12,189,13,28,131,37,029
"Gaston County, North Carolina",168959,35824,706,3357,218,4590,5617,37,071
"Moore County, North Carolina",79973,12052,826,1239,68,1391,1745,37,125
"Stanly County, North Carolina",51502,7000,282,1104,8,559,1133,37,167
"Yancey County, North Carolina",17083,119,95,50,3,157,253,37,199
"Chatham County, North Carolina",57718,8041,79,1068,48,2222,2162,37,037
"Johnston County, North Carolina",152007,31423,1349,1242,69,5516,5264,37,101
"Person County, North Carolina",26592,10329,270,152,21,860,1121,37,145
"Ashe County, North Carolina",25628,197,110,120,26,375,407,37,009
"Lenoir County, North Carolina",31205,22205,119,279,26,771,2151,37,107
"Onslow County, North Carolina",145758,27291,1070,4210,283,2850,13607,37,133
"Rutherford County, North Carolina",57790,6355,298,282,16,550,1308,37,161
"Yadkin County, North Carolina",34639,1320,148,23,28,788,656,37,197
"Burke County, North Carolina",75887,5477,812,3252,140,2773,1627,37,023
"Traill County, North Dakota",7468,87,81,30,25,171,146,38,097
"Dickey County, North Dakota",4769,65,63,8,0,3,30,38,021
"Ward County, North Dakota",59575,2653,1437,1194,84,1025,2844,38,101
"Pembina County, North Dakota",6551,23,197,37,0,2,137,38,067
"Hettinger County, North Dakota",2343,10,71,0,1,43,79,38,041
"Cass County, North Dakota",154002,9941,1689,5120,44,1053,5126,38,017
"Emmons County, North Dakota",3182,0,3,36,0,5,84,38,029
"Richland County, North Dakota",15120,112,362,62,0,151,447,38,077
"Adams County, North Dakota",2172,48,24,58,0,0,9,38,001
"Eddy County, North Dakota",2097,0,122,0,0,0,82,38,027
"Mercer County, North Dakota",7869,73,248,38,0,208,26,38,057
"Ransom County, North Dakota",5067,43,30,57,0,26,91,38,073
"Sioux County, North Dakota",581,7,3644,0,3,36,102,38,085
"Golden Valley County, North Dakota",1711,0,46,0,0,0,88,38,033
"Towner County, North Dakota",2052,17,94,4,0,0,57,38,095
"Divide County, North Dakota",2170,74,30,29,0,0,32,38,023
"Sargent County, North Dakota",3647,96,20,11,0,18,80,38,081
"Meigs County, Ohio",22417,256,13,1,0,40,351,39,105
"Champaign County, Ohio",36711,712,145,199,9,111,958,39,021
"Greene County, Ohio",142871,11516,203,4892,99,1045,5876,39,057
"Lawrence County, Ohio",57458,1211,19,315,14,125,1042,39,087
"Morgan County, Ohio",13538,721,10,30,0,4,337,39,115
"Wyandot County, Ohio",21372,36,0,183,0,154,255,39,175
"Erie County, Ohio",63928,6769,292,441,6,1015,2329,39,043
"Logan County, Ohio",42862,808,63,372,31,156,1024,39,091
"Summit County, Ohio",425243,78751,986,18430,84,1949,15891,39,153
"Lemhi County, Idaho",7430,3,40,0,8,59,307,16,059
"Payette County, Idaho",20452,19,138,228,13,1534,876,16,075
"Benewah County, Idaho",7916,6,853,29,71,14,249,16,009
"Bonner County, Idaho",41441,127,378,298,53,248,1066,16,017
"Clark County, Idaho",825,7,42,0,0,39,0,16,033
"Custer County, Idaho",3807,5,46,0,0,45,266,16,037
"Elmore County, Idaho",22766,720,555,705,107,803,1087,16,039
"Fremont County, Idaho",12342,22,18,24,82,234,298,16,043
"Madison County, Idaho",36286,65,57,610,94,842,1146,16,065
"Shoshone County, Idaho",11792,43,393,12,0,45,324,16,079
"Idaho County, Idaho",15319,23,649,66,3,98,253,16,049
"Teton County, Idaho",10153,0,83,0,0,950,240,16,081
"Power County, Idaho",6448,6,449,0,3,752,13,16,077
"Washington County, Idaho",8834,19,100,37,0,738,329,16,087
"Hancock County, Illinois",17512,109,4,66,0,19,273,17,067
"Madison County, Illinois",231440,22999,494,2793,27,1502,5521,17,119
"Grundy County, Illinois",47276,696,35,410,19,1308,922,17,063
"Kankakee County, Illinois",88023,16858,255,933,16,2465,2087,17,091
"Mercer County, Illinois",15128,98,15,65,0,48,235,17,131
"DuPage County, Illinois",713707,44755,2016,110163,422,31669,26328,17,043
"Alexander County, Illinois",3954,2094,37,0,35,22,118,17,003
"Menard County, Illinois",11942,54,33,43,0,10,224,17,129
